type,clientName,clientNameEn,code,description,exchange,full_name,name,securityName,stockNo,createdAt,updatedAt,marketCapPrev,sharesOutstanding,sort,symbol_ref,lastDateSyncIDS
s,Công ty Cổ phần Chứng khoán Châu Á - Thái Bình Dương,Asia - Pacific Securities Joint Stock Company,APS,,HNX,APS,APS,,hnx:9064,2022-02-18T12:28:41.145Z,2023-10-04T01:30:05.649Z,522900000000.0,83000000.0,,,
s,Công ty Cổ phần Gạch ngói Nhị Hiệp,Nhi Hiep Brick-Tile Joint Stock Company,NHC,,HNX,NHC,NHC,,hnx:6564,2022-02-18T12:28:41.148Z,2023-10-04T01:30:05.873Z,112232899800.0,3041542.0,,,
s,Công ty Cổ phần Địa ốc 11,Real Estate 11 Joint Stock Company,D11,,HNX,D11,D11,,hnx:14896,2022-02-18T12:28:41.149Z,2023-10-04T01:30:06.015Z,104201559600.0,7338138.0,,,
s,Công ty Cổ phần Sách và thiết bị giáo dục Miền Nam,South Books and Educational Equipment Joint Stock Company,SMN,,HNX,SMN,SMN,,hnx:73481,2022-02-18T12:28:41.149Z,2023-10-04T01:30:06.082Z,58910420000.0,4396300.0,,,
s,Công ty Cổ phần Mĩ thuật và Truyền thông,Art Design and Communication Joint Stock Company,ADC,,HNX,ADC,ADC,,hnx:14696,2022-02-18T12:28:41.149Z,2023-10-04T01:30:06.132Z,68022705600.0,3977936.0,,,
s,Công ty Cổ phần Đường Kon Tum,Kon Tum Sugar Joint Stock Company,KTS,,HNX,KTS,KTS,,hnx:14856,2022-02-18T12:28:41.151Z,2023-10-04T01:30:06.489Z,171873000000.0,5070000.0,,,
s,Công ty cổ phần Alphanam E&C,Alphanam E&C Joint Stock Company,AME,,HNX,AME,AME,,hnx:9464,2022-02-18T12:28:41.151Z,2023-10-04T01:30:06.559Z,541160000000.0,65200000.0,,,
s,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,PetroVietnam Power Services Joint Stock Company,PPS,,HNX,PPS,PPS,,hnx:14916,2022-02-18T12:28:41.152Z,2023-10-04T01:30:06.834Z,165000000000.0,15000000.0,,,
s,Công ty Cổ phần Cơ điện Miền Trung,Central Area Electrical Mechanical Joint Stock Company,CJC,,HNX,CJC,CJC,,hnx:1161,2022-02-18T12:28:41.152Z,2023-10-04T01:30:06.913Z,206400000000.0,8000000.0,,,
i,,,VNMID,,HOSE,VNMID,VNMID,,,2022-03-21T01:15:00.076Z,2022-03-21T01:15:00.076Z,,,,,
s,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,FPT Digital Retail Joint Stock Company,FRT,,HOSE,FRT,FRT,CTCP BAN LE KTS FPT,hose:26,2022-04-07T03:00:04.681Z,2023-10-04T01:30:07.916Z,12125572621000.0,136242389.0,,,
s,Công ty Cổ phần Dược phẩm Trung ương VIDIPHA,VIDIPHA Central Pharmaceutical Joint Stock Company,VDP,,HOSE,VDP,VDP,CTCP DUOC PHAM TU VIDIPHA,hose:3851,2022-04-07T03:00:04.682Z,2023-10-04T01:30:08.090Z,629513209600.0,16831904.0,,,
s,Công ty Cổ phần Đầu tư và Phát triển Y tế Việt Nhật,Japan Vietnam Medical Investment and Development Joint Stock Company,JVC,,HOSE,JVC,JVC,CTCP TB Y TE VIET NHAT,hose:1604,2022-04-07T03:00:04.679Z,2023-10-04T01:30:08.260Z,387000588240.0,112500171.0,,,
s,Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,Petrovietnam Fertilizer and Chemicals Corporation,DPM,,HOSE,DPM,DPM,CTCP PHAN DAM&HOA CHAT DK,hose:634,2022-04-07T03:00:04.679Z,2023-10-04T01:30:08.274Z,14870701880000.0,391334260.0,,,
s,Công ty Cổ phần Đầu tư Nam Long,Nam Long Investment Corporation,NLG,,HOSE,NLG,NLG,CTCP DAU TU NAM LONG,hose:2196,2022-04-07T03:00:04.677Z,2023-10-04T01:30:08.605Z,12559425810000.0,384080300.0,,,
s,Tổng Công ty Cổ phần Bảo Minh,BaoMinh Insurance Corporation,BMI,,HOSE,BMI,BMI,TCT CP BAO MINH,hose:206,2022-04-07T03:00:04.679Z,2023-10-04T01:30:08.842Z,2850223610000.0,109623985.0,,,
s,Công ty Cổ phần Bệnh viện Quốc tế Thái Nguyên,Thai Nguyen International Hospital Joint Stock Company,TNH,,HOSE,TNH,TNH,CTCP BVQT THAI NGUYEN,hose:612,2022-04-07T03:00:04.696Z,2023-10-04T01:30:09.113Z,2185941108000.0,95874610.0,,,
s,Công ty Cổ phần Thương mại Xuất nhập khẩu Thiên Nam,Thien Nam Trading Import-Export Joint Stock Company,TNA,,HOSE,TNA,TNA,CTCP TM XNK THIEN NAM,hose:3362,2022-04-07T03:00:04.720Z,2023-10-04T01:30:09.727Z,295387860000.0,49231310.0,,,
s,Công ty Cổ phần Tập đoàn Đại Dương,Ocean Group Joint Stock Company,OGC,,HOSE,OGC,OGC,CTCP TAP DOAN DAI DUONG,hose:2340,2022-04-07T03:00:04.743Z,2023-10-04T01:30:12.708Z,1751999994160.0,299999999.0,,,
s,Tổng Công ty Cổ phần Xây dựng điện Việt Nam,Vietnam Electricity Construction Joint Stock Corporation,VNE,,HOSE,VNE,VNE,CT CP XD DIEN VIET NAM,hose:3812,2022-04-07T03:00:04.733Z,2023-10-04T01:30:12.958Z,921757871250.0,81934033.0,,,
s,Ngân hàng Thương mại Cổ phần Quân đội,Military Commercial Joint Stock Bank,MBB,,HOSE,MBB,MBB,NGAN HANG TMCP QUAN DOI,hose:2027,2022-04-07T03:00:04.734Z,2023-10-04T01:30:13.854Z,94114217138600.0,5214084052.0,,,
s,Công ty Cổ phần Xây lắp Thừa Thiên Huế,Thua Thien Hue Construction Joint Stock Company,HUB,,HOSE,HUB,HUB,CTCP XAY LAP TTHUE,hose:68,2022-04-07T03:00:04.744Z,2023-10-04T01:30:14.625Z,454962960100.0,26298437.0,,,
s,Công ty Cổ phần Tập đoàn Tư vấn Đầu tư Xây dựng Kiên Giang,Kien Giang Construction Investment Consultancy Corporation,CKG,,HOSE,CKG,CKG,CTCP TD TVDTXD KIEN GIANG,hose:236,2022-04-07T03:00:04.735Z,2023-10-04T01:30:15.258Z,2238594983500.0,95259361.0,,,
s,Tập đoàn Xăng dầu Việt Nam,Vietnam National Petroleum Group,PLX,,HOSE,PLX,PLX,TAP DOAN XANG DAU VN,hose:2576,2022-04-07T03:00:04.746Z,2023-10-04T01:30:15.390Z,45741320460000.0,1270592235.0,,,
s,Công ty Cổ phần Nhựa Việt Nam,Vietnam Plastic Corporation,VNP,,UPCOM,VNP,VNP,,upcom:73639,2022-05-05T06:56:56.186Z,2023-10-04T01:30:15.726Z,245542602494.0,19428913.0,,,
s,Công ty Cổ phần Thương mại và Sản xuất Lập Phương Thành,Lap Phuong Thanh Production And Trading Joint Stock Company,LPT,,UPCOM,LPT,LPT,,upcom:79961,2022-05-05T06:56:56.197Z,2023-10-04T01:30:16.254Z,88476000000.0,12000000.0,,,
s,Tổng Công ty Cơ khí Xây dựng - CTCP,Construction Machinery Corporation - JSC,TCK,,UPCOM,TCK,TCK,,upcom:76625,2022-05-05T06:56:56.190Z,2023-10-04T01:30:16.343Z,93015000000.0,23850000.0,,,
s,Công ty Cổ phần Đầu tư và Thương mại DIC,DIC Investment and Trading Joint Stock Company,DIC,,UPCOM,DIC,DIC,,upcom:79521,2022-05-05T06:56:56.189Z,2023-10-04T01:30:16.534Z,41735296000.0,26084560.0,,,
s,Công ty Cổ phần Xà phòng Hà Nội,Hanoi Soap Joint Stock Company,XPH,,UPCOM,XPH,XPH,,upcom:73019,2022-05-05T06:56:56.204Z,2023-10-04T01:30:16.751Z,70051365000.0,12972475.0,,,
s,Công ty Cổ phần Phát triển điện Trà Vinh,Tra Vinh Electric Development Joint Stock Corporation,DTV,,UPCOM,DTV,DTV,,upcom:54787,2022-05-05T06:56:56.234Z,2023-10-04T01:30:16.815Z,184240000000.0,5264000.0,,,
s,Công ty Cổ phần Masan High-Tech Materials,Masan High-Tech Materials Corporation,MSR,,UPCOM,MSR,MSR,,upcom:73719,2022-05-05T06:56:56.225Z,2023-10-04T01:30:17.467Z,18949439440800.0,1099155420.0,,,
s,Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt,Phuong Dong Viet Shipping and Logistics Corporation,PDV,,UPCOM,PDV,PDV,,upcom:75940,2022-05-05T06:56:56.245Z,2023-10-04T01:30:17.730Z,470125868541.0,43087331.0,,,
s,Công ty Cổ phần Damac GLS,Damac GLS Joint Stock Company,KSH,,UPCOM,KSH,KSH,,upcom:78723,2022-05-05T06:56:56.219Z,2023-10-04T01:30:18.141Z,40256772500.0,57509675.0,,,
s,Công ty Cổ phần Nước giải khát Sanest Khánh Hòa,Khanh Hoa Sanest Soft Drink Joint Stock Company,SKH,,UPCOM,SKH,SKH,,upcom:76623,2022-05-05T06:56:56.219Z,2023-10-04T01:30:18.155Z,847044000000.0,33000000.0,,,
s,Công ty Cổ phần Tổng Công ty Tín Nghĩa,Tin Nghia Corporation,TID,,UPCOM,TID,TID,,upcom:77899,2022-05-05T06:56:56.227Z,2023-10-04T01:30:18.242Z,4502600000000.0,200000000.0,,,
s,Công ty Cổ phần Tập đoàn Đua Fat,Dua Fat Group Joint Stock Company,DFF,,UPCOM,DFF,DFF,,upcom:80322,2022-05-05T06:56:56.211Z,2023-10-04T01:30:18.695Z,792000000000.0,80000000.0,,,
s,Công ty Cổ phần Mía đường Cao Bằng,Cao Bang Sugar Joint Stock Company,CBS,,UPCOM,CBS,CBS,,upcom:76162,2022-05-05T06:56:56.232Z,2023-10-04T01:30:18.728Z,179029186308.0,5291868.0,,,
s,Công ty Cổ phần Xây dựng Công trình ngầm,Underground Works Construction Joint Stock Company - VINAVICO,CTN,,UPCOM,CTN,CTN,,upcom:1401,2022-05-05T06:56:56.265Z,2023-10-04T01:30:19.134Z,2922507000.0,4870845.0,,,
s,Công ty Cổ phần Nước sạch Thái Nguyên,Thai Nguyen Water Joint Stock Company,TNW,,UPCOM,TNW,TNW,,upcom:76025,2022-05-05T06:56:56.307Z,2023-10-04T01:30:19.405Z,160000000000.0,16000000.0,,,
s,Tổng Công ty Cổ phần Sông Hồng,SongHong Joint Stock Corporation,SHG,,UPCOM,SHG,SHG,,upcom:73299,2022-05-05T06:56:56.325Z,2023-10-04T01:30:19.558Z,51300000000.0,27000000.0,,,
s,Công ty Cổ phần Đầu tư và Phát triển Sao Mai Việt,Sao Mai Viet Investment and Development Joint Stock Company,UNI,CTCP Viễn Liên,HNX,UNI,UNI,,hnx:6405,2022-02-18T12:28:40.975Z,2023-10-04T01:30:02.757Z,140558688000.0,15617632.0,,,
s,Công ty Cổ phần Thủy sản Bạc Liêu,Bac Lieu Fisheries Joint Stock Company,BLF,Thủy sản Bạc Liêu,HNX,BLF,BLF,,hnx:4576,2022-02-18T12:28:40.991Z,2023-10-04T01:30:03.701Z,36799996800.0,11499999.0,,,
s,Công ty Cổ phần Than Vàng Danh - Vinacomin,Vang Danh Coal Joint Stock Company,TVD,Than Vàng Danh,HNX,TVD,TVD,,hnx:14776,2022-02-18T12:28:40.975Z,2023-10-04T01:30:02.737Z,593509804800.0,44962864.0,,,
s,Công ty Cổ phần Tập đoàn C.E.O,CEO Group Joint Stock Company,CEO,Tập đoàn C.E.O,HNX,CEO,CEO,,hnx:72819,2022-02-18T12:28:40.997Z,2023-10-04T01:30:03.913Z,10036259415000.0,514679970.0,,,
i,,,HNXUPCOMINDEX,,UPCOM,UPCOM,HNXUPCOMINDEX,,,2022-02-18T12:28:41.004Z,2022-02-18T12:28:41.004Z,,,5.0,,
s,Công ty Cổ phần Bibica,Bibica Corporation,BBC,,HOSE,BBC,BBC,CTCP BIBICA,hose:190,2022-02-18T12:28:41.126Z,2023-10-04T01:30:04.645Z,1031397785000.0,18752687.0,,,
s,Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND,HUDLAND Real Estate Investment and Development Joint,HLD,,HNX,HLD,HLD,,hnx:20916,2022-02-18T12:28:41.144Z,2023-10-04T01:30:05.324Z,540000000000.0,20000000.0,,,
s,Công ty Cổ phần Minh Khang Capital Trading Public,Minh Khang Capital Trading Public Joint Stock Company,CTP,,HNX,CTP,CTP,,hnx:74879,2022-02-18T12:28:41.144Z,2023-10-04T01:30:05.380Z,58079961600.0,12099992.0,,,
s,Công ty Cổ phần Tư vấn Xây dựng Điện 4,Power Engineering Consulting Joint Stock Company 4,TV4,,HNX,TV4,TV4,,hnx:4284,2022-02-18T12:28:41.144Z,2023-10-04T01:30:05.448Z,267050155500.0,19781493.0,,,
s,Công ty Cổ phần Chế tạo Bơm Hải Dương,Hai Duong Pump Manufacturing Joint Stock Company,CTB,,HNX,CTB,CTB,,hnx:702,2022-02-18T12:28:41.145Z,2023-10-04T01:30:05.694Z,300960000000.0,13680000.0,,,
s,Công ty Cổ phần Đầu tư Châu Á - Thái Bình Dương,Asia - Pacific Investment Joint Stock Company,API,,HNX,API,API,,hnx:13273,2022-02-18T12:28:41.148Z,2023-10-04T01:30:05.886Z,479278663200.0,84083976.0,,,
s,Công ty Cổ phần Kỹ thuật điện Toàn Cầu,Global Electrical Technology Corporation,GLT,,HNX,GLT,GLT,,hnx:7804,2022-02-18T12:28:41.150Z,2023-10-04T01:30:06.291Z,229098079000.0,9350942.0,,,
s,Công ty Cổ phần Đầu tư và Xây lắp Constrexim số 8,Constrexim No. 8 Investment and Construction Joint Stock Company,CX8,,HNX,CX8,CX8,,hnx:8644,2022-02-18T12:28:41.153Z,2023-10-04T01:30:07.105Z,14575611600.0,2208426.0,,,
s,Công ty Cổ phần Giao nhận Vận tải Ngoại Thương,Foreign Trade Forwarding and Transportation Joint Stock Company,VNT,,HNX,VNT,VNT,,hnx:7024,2022-02-18T12:28:41.154Z,2023-10-04T01:30:07.258Z,783936968700.0,16644097.0,,,
b,,,MSN120009,,HNX,MSN120009,MSN120009,,hnx:80683,2022-02-18T12:31:08.574Z,2022-04-20T10:50:23.820Z,,,,,
b,,,MSN120008,,HNX,MSN120008,MSN120008,,hnx:80684,2022-02-18T12:31:08.575Z,2022-04-20T10:50:24.143Z,,,,,
b,,,GEG121022,,HNX,GEG121022,GEG121022,,hnx:80722,2022-02-18T12:31:08.575Z,2022-04-20T10:50:24.732Z,,,,,
i,,,VNSML,,HOSE,VNSML,VNSML,,,2022-03-21T01:15:00.076Z,2022-03-21T01:15:00.076Z,,,,,
i,,,VNXALL,,HOSE,VNXALL,VNXALL,,,2022-03-21T01:15:00.075Z,2022-03-21T01:15:00.075Z,,,,,
s,Công ty Cổ phần Dược phẩm Cửu Long,Cuu Long Pharmaceutical Joint Stock Corporation,DCL,,HOSE,DCL,DCL,CTY CP DUOC PHAM CUU LONG,hose:640,2022-04-07T03:00:04.677Z,2023-10-04T01:30:08.904Z,1606902660000.0,73041030.0,,,
s,Công ty Cổ phần Thép Pomina,Pomina Steel Corporation,POM,,HOSE,POM,POM,CTCP THEP POMINA,hose:2562,2022-04-07T03:00:04.683Z,2023-10-04T01:30:08.936Z,1559843857600.0,278543546.0,,,
s,Công ty Cổ phần Victory Capital,Victory Capital Joint Stock Company,PTL,,HOSE,PTL,PTL,CTCP DT HT & DT DAU KHI,hose:2568,2022-04-07T03:00:04.717Z,2023-10-04T01:30:09.598Z,525962225600.0,98865080.0,,,
s,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,PetroVietnam Power Corporation,POW,,HOSE,POW,POW,TCT DIEN LUC DAU KHI VN,hose:66,2022-04-07T03:00:04.710Z,2023-10-04T01:30:10.377Z,26228961920000.0,2341871600.0,,,
s,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,Song Da Urban & Industrial Zone Investment and Development Joint Stock Company,SJS,,HOSE,SJS,SJS,CTCP DTPT DT&KCN SONG DA,hose:2907,2022-04-07T03:00:04.703Z,2023-10-04T01:30:10.547Z,7038864264000.0,113897480.0,,,
s,Công ty Cổ phần Đầu tư Hải Phát,Hai Phat Investment Joint Stock Company,HPX,,HOSE,HPX,HPX,CTCP DAU TU HAI PHAT,hose:41,2022-04-07T03:00:04.703Z,2023-10-04T01:30:12.023Z,1660760452260.0,304168581.0,,,
s,Công ty Cổ phần ICD Tân Cảng - Long Bình,ICD Tan Cang - Long Binh Joint Stock Company,ILB,,HOSE,ILB,ILB,CTCP ICD TAN CANG - LB,hose:70,2022-04-07T03:00:04.699Z,2023-10-04T01:30:12.410Z,738742686750.0,24502245.0,,,
s,Công ty Cổ phần Tập đoàn Khải Hoàn Land,Khai Hoan Land Group Joint Stock Company,KHG,,HOSE,KHG,KHG,CTCP BAT DONG SAN KHAI HO,hose:3984,2022-04-07T03:00:04.722Z,2023-10-04T01:30:12.516Z,2642679005400.0,449435205.0,,,
s,Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung,Petro Center Corporation,PMG,,HOSE,PMG,PMG,CTCP DTSX PETRO MIENTRUNG,hose:2579,2022-04-07T03:00:04.741Z,2023-10-04T01:30:12.679Z,448998533820.0,46336278.0,,,
s,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Tan Binh Import - Export Joint Stock Corporation,TIX,,HOSE,TIX,TIX,CTCP SXKD XNKDVDT TANBINH,hose:3490,2022-04-07T03:00:04.745Z,2023-10-04T01:30:12.914Z,993000000000.0,30000000.0,,,
s,Công ty Cổ phần MHC,MHC Joint Stock Company,MHC,,HOSE,MHC,MHC,CTCP HANG HAI HA NOI,hose:2017,2022-04-07T03:00:04.734Z,2023-10-04T01:30:13.005Z,346575284280.0,41406844.0,,,
s,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh,Tay Ninh Cable Car Tour Company,TCT,,HOSE,TCT,TCT,CTCP CT NUI BA TAY NINH,hose:3504,2022-04-07T03:00:04.736Z,2023-10-04T01:30:13.867Z,299239200000.0,12788000.0,,,
e,Quỹ ETF SSIAM VN30,ETF SSIAM VN30,FUESSV30,,HOSE,FUESSV30,FUESSV30,QUY ETF SSIAM VN30,hose:328,2022-04-07T03:00:04.740Z,2023-10-04T01:30:14.084Z,116615000000.0,8300000.0,,,
s,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,No Va Land Investment Group Corporation,NVL,,HOSE,NVL,NVL,CTCP TD DT DIA OC NO VA,hose:2200,2022-04-07T03:00:04.744Z,2023-10-04T01:30:15.191Z,27984000120300.0,1950104538.0,,,
s,Công ty Cổ phần Xây dựng và Sản xuất Vật liệu Xây dựng Biên Hòa,Bien Hoa Building Materials Production and Construction Joint Stock Company,VLB,,UPCOM,VLB,VLB,,upcom:75019,2022-05-05T06:56:56.198Z,2023-10-04T01:30:15.861Z,1694040785040.0,46720560.0,,,
s,Công ty Cổ phần Dịch vụ Du lịch Bến Thành,Ben Thanh Tourist Service Corporation,BTV,,UPCOM,BTV,BTV,,upcom:75669,2022-05-05T06:56:56.238Z,2023-10-04T01:30:17.221Z,264539960000.0,24956600.0,,,
s,Công ty Cổ phần Tập đoàn HSV Việt Nam,HSV Viet Nam Group Joint Stock Company,HSV,,UPCOM,HSV,HSV,,upcom:80061,2022-05-05T06:56:56.219Z,2023-10-04T01:30:17.616Z,61424976600.0,15749994.0,,,
s,Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,PetroVietnam Engineering Corporation,PVE,,UPCOM,PVE,PVE,,upcom:3545,2022-05-05T06:56:56.239Z,2023-10-04T01:30:18.032Z,55000000000.0,25000000.0,,,
s,Công ty Cổ phần Vật tư Hậu Giang,Hau Giang Materials Joint Stock Company,HAM,,UPCOM,HAM,HAM,,upcom:76403,2022-05-05T06:56:56.220Z,2023-10-04T01:30:18.195Z,255408616500.0,9638061.0,,,
s,Công ty Cổ phần Môi trường đô thị Phú Yên,Phu Yen Town Environment Joint Stock Company,MPY,,UPCOM,MPY,MPY,,upcom:76021,2022-05-05T06:56:56.232Z,2023-10-04T01:30:18.759Z,43001000000.0,6143000.0,,,
s,Công ty Cổ phần Đầu tư Tài chính Giáo dục,Education Financial Investment Joint Stock Company,EFI,,UPCOM,EFI,EFI,,upcom:7264,2022-05-05T06:56:56.244Z,2023-10-04T01:30:19.004Z,17408000000.0,10880000.0,,,
s,Công ty Cổ phần Bao bì PP Bình Dương,Binh Duong PP Pack Making Joint Stock Company,HBD,,UPCOM,HBD,HBD,,upcom:72319,2022-05-05T06:56:56.256Z,2023-10-04T01:30:19.087Z,28946880000.0,1904400.0,,,
s,Công ty Cổ phần Dịch vụ kỹ thuật Mobifone,Mobifone Technical Services Joint Stock Company,MFS,,UPCOM,MFS,MFS,,upcom:78259,2022-05-05T06:56:56.267Z,2023-10-04T01:30:19.166Z,204120093100.0,7062979.0,,,
s,Công ty Cổ phần Dệt may Hoàng Thị Loan,Hoang Thi Loan Textile - Garment Joint Stock Company,HLT,,UPCOM,HLT,HLT,,upcom:78965,2022-05-05T06:56:56.278Z,2023-10-04T01:30:19.313Z,51150000000.0,5500000.0,,,
s,Công ty Cổ phần Đầu tư và Phát triển nhà số 6 Hà Nội,Hanoi Housing Development and Investment Joint Stock Company No. 6,HD6,,UPCOM,HD6,HD6,,upcom:79741,2022-05-05T06:56:56.323Z,2023-10-04T01:30:19.514Z,297183600000.0,15120000.0,,,
s,Công ty Cổ phần Sài Gòn Hỏa xa,Sai gon Train Joint Stock Company,SHX,,UPCOM,SHX,SHX,,upcom:75081,2022-05-05T06:56:56.328Z,2023-10-04T01:30:19.576Z,3096000000.0,1720000.0,,,
s,Công ty Cổ phần VinaCafé Biên Hòa,VinaCafé Bien Hoa Joint Stock Company,VCF,Vinacafé Biên Hòa,HOSE,VCF,VCF,,hose:3840,2022-02-18T12:28:40.976Z,2023-10-04T01:30:02.891Z,5050035650000.0,26579135.0,,,
s,Công ty Cổ phần Vinafreight,Vinafreight Joint Stock Company,VNF,VINAFREIGHT,HNX,VNF,VNF,,hnx:13132,2022-02-18T12:28:40.982Z,2023-10-04T01:30:03.517Z,294813534000.0,31700380.0,,,
f,,,VN30F1M,,HNX,VN30F1M,VN30F1M,,fu:1190,2022-02-18T12:28:41.008Z,2023-09-26T00:50:00.258Z,,,,VN30F2310,
s,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,Green Development And Investment Service Joint Stock Company,GIC,Đầu tư dịch vụ và Phát triển Xanh,HNX,GIC,GIC,,hnx:79701,2022-02-18T12:28:41.119Z,2023-10-04T01:30:04.416Z,181800000000.0,12120000.0,,,
s,Công ty Cổ phần Đầu tư và Xây dựng 40,40 Investment and Construction Joint Stock Company,L40,,HNX,L40,L40,,hnx:79882,2022-02-18T12:28:41.123Z,2023-10-04T01:30:04.531Z,67963000000.0,3577000.0,,,
b,,,GLH121019,,HNX,GLH121019,GLH121019,,hnx:80363,2022-02-18T12:28:41.126Z,2022-04-20T10:49:15.695Z,,,,,
s,Công ty Cổ phần Đầu tư và Xây dựng VINA2,VINA2 Investment and Construction Joint Stock Company,VC2,,HNX,VC2,VC2,,hnx:1101,2022-02-18T12:28:41.144Z,2023-10-04T01:30:05.202Z,490873864000.0,47199410.0,,,
s,Công ty Cổ phần Sông Đà 11,Song Da No11 Joint Stock Company,SJE,,HNX,SJE,SJE,,hnx:1261,2022-02-18T12:28:41.144Z,2023-10-04T01:30:05.396Z,555880353000.0,24168711.0,,,
s,Công ty Cổ phần Kiên Hùng,Kien Hung Joint Stock Company,KHS,,HNX,KHS,KHS,,hnx:76821,2022-02-18T12:28:41.145Z,2023-10-04T01:30:05.602Z,246655767600.0,12090969.0,,,
s,Công ty Cổ phần Kim khí Miền Trung,Central Vietnam Metal Corporation,KMT,,HNX,KMT,KMT,,hnx:14636,2022-02-18T12:28:41.150Z,2023-10-04T01:30:06.214Z,88619058000.0,9846562.0,,,
s,Công ty Cổ phần Cấp nước Nhà Bè,Nha Be Water Supply Joint Stock Company,NBW,,HNX,NBW,NBW,,hnx:54744,2022-02-18T12:28:41.150Z,2023-10-04T01:30:06.277Z,272500000000.0,10900000.0,,,
s,Công ty Cổ phần Tập đoàn CMH Việt Nam,CMH Viet Nam Group Joint Stock Company,CMS,,HNX,CMS,CMS,,hnx:14256,2022-02-18T12:28:41.151Z,2023-10-04T01:30:06.727Z,730486750000.0,25452500.0,,,
s,Công ty Cổ phần Xây dựng Sông Hồng,SONG HONG Construction Joint stock Company,ICG,,HNX,ICG,ICG,,hnx:6244,2022-02-18T12:28:41.152Z,2023-10-04T01:30:06.965Z,124761200000.0,17572000.0,,,
s,Công ty Cổ phần Vinam,Vinam Joint Stock Company,CVN,,HNX,CVN,CVN,,hnx:10332,2022-02-18T12:28:41.154Z,2023-10-04T01:30:07.230Z,92069972100.0,29699991.0,,,
s,Công ty Cổ phần Bảo vệ Thực vật Sài Gòn,Saigon Plant Protection Joint Stock Company,SPC,,HNX,SPC,SPC,,hnx:55324,2022-02-18T12:31:08.576Z,2023-10-04T01:30:07.737Z,161109000000.0,10530000.0,,,
b,,,VRE12007,,HNX,VRE12007,VRE12007,,hnx:80768,2022-02-18T12:31:08.578Z,2022-04-20T10:50:25.612Z,,,,,
i,,,VNSI,,HOSE,VNSI,VNSI,,,2022-03-21T01:15:00.076Z,2022-03-21T01:15:00.076Z,,,,,
i,,,VNREAL,,HOSE,VNREAL,VNREAL,,,2022-03-21T01:15:00.075Z,2022-03-21T01:15:00.075Z,,,,,
s,Công ty Cổ phần Chiếu xạ An Phú,An Phu Irradiation Joint Stock Company,APC,,HOSE,APC,APC,CTCP CHIEU XA AN PHU,hose:13,2022-04-07T03:00:04.674Z,2023-10-04T01:30:07.936Z,205021757500.0,19905025.0,,,
s,Công ty Cổ phần Đầu tư Phát triển ST8,ST8 Investment Development Joint Stock Corporation,ST8,,HOSE,ST8,ST8,CT CP SIEU THANH,hose:2921,2022-04-07T03:00:04.684Z,2023-10-04T01:30:07.987Z,447543694800.0,25720902.0,,,
s,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,Hang Xanh Motors Service Joint Stock Company,HAX,,HOSE,HAX,HAX,CTCP DICH VU OTO HANGXANH,hose:1337,2022-04-07T03:00:04.677Z,2023-10-04T01:30:08.889Z,1281467801250.0,89927565.0,,,
s,Công ty Cổ phần Dược Hậu Giang,Hau Giang Pharmaceutical Joint Stock Company,DHG,,HOSE,DHG,DHG,CTCP DUOC PHAM HAU GIANG,hose:629,2022-04-07T03:00:04.724Z,2023-10-04T01:30:09.329Z,15258066485700.0,130746071.0,,,
s,Công ty Cổ phần Đầu tư - Kinh doanh nhà,Investment and Trading of Real Estate Joint stock Company,ITC,,HOSE,ITC,ITC,CTCP DT KD NHA INTRESCO,hose:1418,2022-04-07T03:00:04.727Z,2023-10-04T01:30:09.743Z,964147242450.0,95935049.0,,,
s,Công ty Cổ phần Nhiệt điện Phả Lại,Pha Lai Thermal Power Joint Stock Company,PPC,,HOSE,PPC,PPC,CTCP NHIET DIEN PHA LAI,hose:2551,2022-04-07T03:00:04.717Z,2023-10-04T01:30:09.938Z,4488582756000.0,320613054.0,,,
s,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,Hai An Transport and Stevedoring Joint Stock Company,HAH,,HOSE,HAH,HAH,CTCP VT VA XEP DO HAI AN,hose:1380,2022-04-07T03:00:04.724Z,2023-10-04T01:30:10.895Z,3919952129150.0,105516881.0,,,
s,Công ty Cổ phần COMA 18,COMA 18 Joint Stock Company,CIG,,HOSE,CIG,CIG,CTCP COMA18,hose:595,2022-04-07T03:00:04.697Z,2023-10-04T01:30:11.005Z,210686845960.0,31539947.0,,,
