type,clientName,clientNameEn,code,description,exchange,full_name,name,securityName,stockNo,createdAt,updatedAt,marketCapPrev,sharesOutstanding,sort,symbol_ref,lastDateSyncIDS
s,Công ty Cổ phần Chứng khoán FPT,FPT Securities Joint Stock Company,FTS,,HOSE,FTS,FTS,CTCP CHUNG KHOAN FPT,hose:983,2022-04-07T03:00:04.723Z,2023-10-04T01:30:11.646Z,8818620965700.0,214564987.0,,,
s,Công ty Cổ phần Phát triển Đô thị Từ Liêm,Tu Liem Urban Development Joint Stock Company,NTL,,HOSE,NTL,NTL,CTCP PT DO THI TU LIEM,hose:2187,2022-04-07T03:00:04.706Z,2023-10-04T01:30:11.792Z,1634530660000.0,60989950.0,,,
s,Tổng Công ty Cổ phần Bảo hiểm Quân đội,Military Insurance Corporation,MIG,,HOSE,MIG,MIG,TCT CP BAO HIEM QUAN DOI,hose:666,2022-04-07T03:00:04.698Z,2023-10-04T01:30:11.965Z,2935432500000.0,172672500.0,,,
s,Công ty Cổ phần Đầu tư Phát triển Công nghiệp và Vận tải,Transport and Industry Development Investment Joint Stock Company,TCD,,HOSE,TCD,TCD,CTCP DTPT CN & VAN TAI,hose:3507,2022-04-07T03:00:04.723Z,2023-10-04T01:30:12.560Z,2176642190800.0,282680804.0,,,
s,Công ty Cổ phần Xây dựng và Giao thông Bình Dương,Binh Duong Construction And Civil Engineering Joint Stock Company,BCE,,HOSE,BCE,BCE,CTCP XD & GT BINH DUONG,hose:212,2022-04-07T03:00:04.735Z,2023-10-04T01:30:13.396Z,205450000000.0,35000000.0,,,
s,Công ty Cổ phần Thuốc sát trùng Việt Nam,Vietnam Pesticide Joint Stock Company,VPS,,HOSE,VPS,VPS,CTCP THUOC SAT TRUNG VN,hose:3842,2022-04-07T03:00:04.738Z,2023-10-04T01:30:13.508Z,233111347760.0,24460792.0,,,
s,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Truong Thanh Furniture Corporation,TTF,,HOSE,TTF,TTF,CTCP TDKN GO TRUONG THANH,hose:3485,2022-04-07T03:00:04.739Z,2023-10-04T01:30:13.577Z,1692189694100.0,393532487.0,,,
s,Công ty Cổ phần Đầu tư APAX Holdings,APAX Holdings Joint Stock Company,IBC,,HOSE,IBC,IBC,CTCP DT APAX HOLDINGS,hose:1422,2022-04-07T03:00:04.737Z,2023-10-04T01:30:13.885Z,147176669970.0,83150661.0,,,
s,Công ty Cổ phần Dịch vụ Hàng không Taseco,Taseco Air Services Joint Stock Company,AST,,HOSE,AST,AST,CTCP DV HANG KHONG TASECO,hose:24,2022-04-07T03:00:04.732Z,2023-10-04T01:30:14.719Z,2565000000000.0,45000000.0,,,
s,Công ty Cổ phần Hóa An,Hoa An Joint Stock Company,DHA,,HOSE,DHA,DHA,CTY CP HOA AN,hose:622,2022-04-07T03:00:04.735Z,2023-10-04T01:30:14.776Z,711269325900.0,14726073.0,,,
s,Công ty Cổ phần Tập đoàn Khách sạn Đông Á,Dong A Hotel Group Joint Stock Company,DAH,,HOSE,DAH,DAH,CTCP TD KHACH SAN DONG A,hose:658,2022-04-07T03:00:04.740Z,2023-10-04T01:30:14.860Z,387320000000.0,84200000.0,,,
s,Công ty Cổ phần Sơn Hà Sài Gòn,Son Ha Sai Gon Joint Stock Company,SHA,,HOSE,SHA,SHA,CTCP SON HA SAI GON,hose:2946,2022-04-07T03:00:04.731Z,2023-10-04T01:30:14.976Z,155527038750.0,33446675.0,,,
s,Công ty Cổ phần Nam Việt,Nam Viet Joint Stock Company,NAV,,HOSE,NAV,NAV,CTCP NAM VIET,hose:2186,2022-04-07T03:00:04.743Z,2023-10-04T01:30:15.175Z,120799698000.0,7999980.0,,,
s,Công ty Cổ phần Kỹ nghệ Đô Thành,Do Thanh Technology Corporation,DTT,,HOSE,DTT,DTT,CTCP KY NGHE DO THANH,hose:630,2022-04-07T03:00:04.736Z,2023-10-04T01:30:15.450Z,142656850000.0,8151820.0,,,
s,Công ty Cổ phần Xây dựng DIC Holdings,DIC Holdings Construction Joint Stock Company,DC4,,HOSE,DC4,DC4,CTCP XD DIC HOLDINGS,hose:370,2022-04-07T03:00:04.736Z,2023-10-04T01:30:15.464Z,564372022250.0,52499723.0,,,
m,Quỹ Đầu tư Tăng trưởng Thiên Việt 3,Thien Viet Growth Fund 3,FUCTVGF3,,HOSE,FUCTVGF3,FUCTVGF3,QUY DAU TU TANG TRUONG TH,hose:4281,2022-05-04T01:15:00.637Z,2023-10-04T01:30:15.600Z,288561600000.0,19900800.0,,,
s,Công ty Cổ phần Giống cây trồng Miền Nam,Southern Seed Joint-stock Company,SSC,,HOSE,SSC,SSC,CTCP GIONG CAY TRONG MIEN,hose:2906,2022-05-04T01:15:00.637Z,2023-10-04T01:30:15.614Z,414079692000.0,13271785.0,,,
s,Công ty Cổ phần Trục vớt Cứu hộ Việt Nam,Viet Nam Salvage Joint Stock Company,SAL,,UPCOM,SAL,SAL,,upcom:76622,2022-05-05T06:56:56.190Z,2023-10-04T01:30:15.657Z,70635000000.0,8310000.0,,,
s,Công ty Cổ phần Vận tải và Đưa đón thợ mỏ - Vinacomin,Vinacomin - Transportation and Miner Commuting Service Joint Stock Company,VTM,,UPCOM,VTM,VTM,,upcom:74160,2022-05-05T06:56:56.187Z,2023-10-04T01:30:15.756Z,71499574600.0,3279797.0,,,
s,Công ty Cổ phần Dịch vụ Trực tuyến FPT,FPT Online Service Joint Stock Company,FOC,,UPCOM,FOC,FOC,,upcom:77959,2022-05-05T06:56:56.192Z,2023-10-04T01:30:16.008Z,1444726761772.0,18419884.0,,,
s,Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín,Vietnam Thuong Tin Commercial Joint Stock Bank,VBB,,UPCOM,VBB,VBB,,upcom:78639,2022-05-05T06:56:56.191Z,2023-10-04T01:30:16.658Z,4946404037495.0,477682669.0,,,
s,Công ty Cổ phần Cấp thoát nước Cần Thơ,Can Tho Water Supply - Sewerage Joint Stock Company,CTW,,UPCOM,CTW,CTW,,upcom:75060,2022-05-05T06:56:56.196Z,2023-10-04T01:30:16.676Z,447977600000.0,27998600.0,,,
s,Công ty Cổ phần Dịch vụ Hàng không Sân bay Nội Bài,Noibai Airport Services Joint Stock Company,NAS,,UPCOM,NAS,NAS,,upcom:75588,2022-05-05T06:56:56.205Z,2023-10-04T01:30:16.773Z,257779942000.0,8315482.0,,,
s,Tổng Công ty lắp máy Việt Nam - Công ty Cổ phần,Vietnam Machinery Installation Corporation,LLM,,UPCOM,LLM,LLM,,upcom:76384,2022-05-05T06:56:56.227Z,2023-10-04T01:30:17.385Z,1052384572800.0,79726104.0,,,
s,Công ty Cổ phần Thông tin Tín hiệu Đường sắt Sài Gòn,Sai Gon Railway of Telecommunication - Signalization Joint Stock Company ,TSG,,UPCOM,TSG,TSG,,upcom:75920,2022-05-05T06:56:56.231Z,2023-10-04T01:30:17.645Z,41500350000.0,3074100.0,,,
s,Công ty Cổ phần Hưng Đạo Container,Hung Dao Container Joint Stock Company,HDO,,UPCOM,HDO,HDO,,upcom:11352,2022-05-05T06:56:56.233Z,2023-10-04T01:30:18.287Z,10091927400.0,16819879.0,,,
s,Công ty Cổ phần Licogi Quảng Ngãi,Licogi Quang Ngai Joint Stock Company,LQN,,UPCOM,LQN,LQN,,upcom:75221,2022-05-05T06:56:56.245Z,2023-10-04T01:30:18.446Z,4923204000.0,1893540.0,,,
s,Công ty Cổ phần Sơn Tổng hợp Hà Nội,Ha Noi Synthetic Paint Joint Stock Company,HSP,,UPCOM,HSP,HSP,,upcom:79221,2022-05-05T06:56:56.200Z,2023-10-04T01:30:18.481Z,156352118000.0,12027086.0,,,
s,Công ty Cổ phần Chứng khoán SmartInvest,SmartInvest Securities Joint Stock Company,AAS,,UPCOM,AAS,AAS,,upcom:79481,2022-05-05T06:56:56.236Z,2023-10-04T01:30:18.574Z,1912799703516.0,199999969.0,,,
s,Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Hưng Long,Hung Long Mineral And Building Material Joint Stock Company,KHL,,UPCOM,KHL,KHL,,upcom:17016,2022-05-05T06:56:56.209Z,2023-10-04T01:30:18.676Z,6000000000.0,12000000.0,,,
s,Công ty Cổ phần Sữa Quốc tế,International Dairy Products Joint Stock Company,IDP,,UPCOM,IDP,IDP,,upcom:79822,2022-05-05T06:56:56.329Z,2023-10-04T01:30:19.595Z,15337618000000.0,61350472.0,,,
s,Công ty Cổ phần Vận chuyển Sài Gòn Tourist,Saigon Tourist Transport Corporation,STT,,UPCOM,STT,STT,,upcom:77500,2022-05-05T06:56:56.249Z,2023-10-04T01:30:19.676Z,15200000000.0,8000000.0,,,
s,Công ty Cổ phần Thương mại Xuất nhập khẩu Thủ Đức,Thu Duc Trading and Import Export Joint Stock Company,TMC,T.mại XNK Thủ Đức,HNX,TMC,TMC,,hnx:6404,2022-02-18T12:28:40.980Z,2023-10-04T01:30:03.284Z,111600000000.0,12400000.0,,,
s,Công ty Cổ phần X20,X20 Joint Stock Company,X20,CTCP X20,HNX,X20,X20,,hnx:76939,2022-02-18T12:28:40.989Z,2023-10-04T01:30:03.672Z,158700000000.0,17250000.0,,,
s,Công ty Cổ phần Vicem Bao bì Bỉm Sơn,Vicem Packaging Bimson Joint Stock Company,BPC,Bao bì Bỉm sơn,HNX,BPC,BPC,,hnx:6386,2022-02-18T12:28:40.992Z,2023-10-04T01:30:03.715Z,35340000000.0,3800000.0,,,
s,Công ty Cổ phần Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,Indochine Import Export Investment Industrial Joint Stock Company,DDG,XNK Đông Dương,HNX,DDG,DDG,,hnx:77940,2022-02-18T12:28:41.001Z,2023-10-04T01:30:04.057Z,406911224800.0,59839886.0,,,
f,,,VN30F2M,,HNX,VN30F2M,VN30F2M,,fu:1192,2022-02-18T12:28:41.008Z,2023-09-26T00:50:00.258Z,,,,VN30F2311,
s,Công ty Cổ phần Đầu tư Phát triển Công nghiệp Thương mại Củ Chi,Cuchi Commercial and Industrial Developing Investment Joint Stock Company,CCI,,HOSE,CCI,CCI,CT DTPTCN TM CU CHI,hose:586,2022-02-18T12:28:41.127Z,2023-10-04T01:30:04.706Z,353453265750.0,17541105.0,,,
s,Công ty Cổ phần Chế biến Hàng Xuất khẩu Long An,Long An Food Processing Export Joint Stock Company,LAF,,HOSE,LAF,LAF,CTCP CHE BIEN HANG XUAT K,hose:1888,2022-02-18T12:28:41.136Z,2023-10-04T01:30:04.881Z,199564657450.0,14728019.0,,,
s,Công ty Cổ phần Bia Sài Gòn - Miền Trung,Sai Gon - Mien Trung Beer Joint Stock Company,SMB,,HOSE,SMB,SMB,CTCP BIA SG - MT,hose:44,2022-02-18T12:28:41.142Z,2023-10-04T01:30:05.037Z,1123726297200.0,29846648.0,,,
s,Công ty Cổ phần Gạch ngói Gốm xây dựng Mỹ Xuân,My Xuan Brick Tile Pottery and Construction Joint Stock Company,GMX,,HNX,GMX,GMX,,hnx:16476,2022-02-18T12:28:41.145Z,2023-10-04T01:30:05.569Z,178882129800.0,9034451.0,,,
s,Công ty Cổ phần Sách và Thiết bị Bình Định,Binh Dinh Book and Equipment Joint Stock Company,BDB,,HNX,BDB,BDB,,hnx:8184,2022-02-18T12:28:41.148Z,2023-10-04T01:30:05.905Z,11940624400.0,1126474.0,,,
s,Công ty Cổ phần Đầu tư DNA,DNA Investement Joint Stock Company,KSD,,HNX,KSD,KSD,,hnx:9084,2022-02-18T12:28:41.150Z,2023-10-04T01:30:06.346Z,60000000000.0,12000000.0,,,
s,Công ty Cổ phần Sản xuất Kinh doanh Dược và Trang thiết bị Y tế Việt Mỹ,American Vietnamese Biotech Incorporation,AMV,,HNX,AMV,AMV,,hnx:8144,2022-02-18T12:28:41.151Z,2023-10-04T01:30:06.457Z,498201470000.0,131105650.0,,,
s,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,Lam Dong Investment Hydraulic Construction Joint Stock Company,LHC,,HNX,LHC,LHC,,hnx:8224,2022-02-18T12:28:41.152Z,2023-10-04T01:30:06.931Z,756000000000.0,14400000.0,,,
s,Công ty Cổ phần Cơ điện Dzĩ An,Dzi An Mechanoelectric Joint Stock Company,DZM,,HNX,DZM,DZM,,hnx:6364,2022-02-18T12:28:41.153Z,2023-10-04T01:30:07.059Z,15648356500.0,5395985.0,,,
b,,,MSN120010,,HNX,MSN120010,MSN120010,,hnx:80682,2022-02-18T12:31:08.573Z,2022-04-20T10:50:23.042Z,,,,,
s,Công ty Tài chính Cổ phần Điện Lực,EVN Finance Joint Stock Company,EVF,,HOSE,EVF,EVF,CONG TY TAI CHINH CO PHAN,hose:4382,2022-04-07T03:00:04.682Z,2023-10-04T01:30:08.127Z,7828727891300.0,702128062.0,,,
s,Công ty Cổ phần Tập đoàn Tiên Sơn Thanh Hóa,Tien Son Thanh Hoa Group Joint Stock Company,AAT,,HOSE,AAT,AAT,CTCP TIEN SON THANH HOA,hose:702,2022-04-07T03:00:04.675Z,2023-10-04T01:30:08.245Z,361885616330.0,70819103.0,,,
s,Công ty Cổ phần Đầu tư & Thương mại Vũ Đăng,Vu Dang Investment & Trading Joint Stock Company,SVD,,HOSE,SVD,SVD,CTCP DT&TM VU DANG,hose:671,2022-04-07T03:00:04.687Z,2023-10-04T01:30:08.395Z,92203732720.0,27605908.0,,,
s,Công ty Cổ phần Tập đoàn Điện Quang,Dien Quang Group Joint Stock Company,DQC,,HOSE,DQC,DQC,CTCP BONG DEN DIEN QUANG,hose:637,2022-04-07T03:00:04.686Z,2023-10-04T01:30:08.709Z,483644058300.0,27558066.0,,,
s,Công ty Cổ phần FECON,FECON Corporation,FCN,,HOSE,FCN,FCN,CTCP KT NM&CT NGAM FECON,hose:978,2022-04-07T03:00:04.682Z,2023-10-04T01:30:08.724Z,2282865572500.0,157439005.0,,,
s,Công ty Cổ phần DRH Holdings,DRH Holdings JSC,DRH,,HOSE,DRH,DRH,CTCP DT CAN NHA MO UOC,hose:651,2022-04-07T03:00:04.676Z,2023-10-04T01:30:08.774Z,630910116600.0,123707866.0,,,
s,Công ty Cổ phần Tập đoàn An Phát Holdings,An Phat Holdings Joint Stock Company,APH,,HOSE,APH,APH,CTCP TD AN PHAT HOLDING,hose:307,2022-04-07T03:00:04.684Z,2023-10-04T01:30:08.856Z,1873031178240.0,243884268.0,,,
s,Công ty Cổ phần Địa ốc First Real,First Real Joint Stock Company,FIR,,HOSE,FIR,FIR,CTCP DIA OC FIRST REAL,hose:53,2022-04-07T03:00:04.697Z,2023-10-04T01:30:09.134Z,1432669766300.0,64245281.0,,,
s,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,Binhduong Trade And Development Joint Stock Company,TDC,,HOSE,TDC,TDC,CTCP KD&PT BINH DUONG,hose:3496,2022-04-07T03:00:04.717Z,2023-10-04T01:30:09.210Z,950000000000.0,100000000.0,,,
s,Công ty Cổ phần Đầu tư Thương mại SMC,SMC Trading Investment Joint Stock Company,SMC,,HOSE,SMC,SMC,CTCP DAU TU THUONGMAI SMC,hose:2911,2022-04-07T03:00:04.696Z,2023-10-04T01:30:09.396Z,802314523300.0,73606837.0,,,
s,Công ty Cổ phần Transimex,Transimex Corporation,TMS,,HOSE,TMS,TMS,CTY CP KHO VAN GIAO NHAN,hose:3275,2022-04-07T03:00:04.705Z,2023-10-04T01:30:09.486Z,6975600349800.0,121738226.0,,,
s,Công ty Cổ phần Sản xuất và Công nghệ Nhựa Pha Lê,Pha Le Plastics Manufacturing and Technology Joint Stock Company,PLP,,HOSE,PLP,PLP,CTCP SX & CN NHUA PHA LE,hose:2577,2022-04-07T03:00:04.717Z,2023-10-04T01:30:09.992Z,314999311500.0,69999847.0,,,
s,Công ty Cổ phần Chứng khoán SSI,SSI Securities Corporation,SSI,,HOSE,SSI,SSI,CTCP CHUNG KHOAN SSI,hose:2920,2022-04-07T03:00:04.720Z,2023-10-04T01:30:10.065Z,45273987803800.0,1499138669.0,,,2023-10-04T01:30:33.378Z
s,Công ty Cổ phần Tập đoàn Thiên Long,Thien Long Group Corporation,TLG,,HOSE,TLG,TLG,CTCP TAP DOAN THIEN LONG,hose:3495,2022-04-07T03:00:04.712Z,2023-10-04T01:30:10.200Z,4130885454300.0,77794453.0,,,
s,Công ty Cổ phần Nhiên liệu Sài Gòn,Saigon Fuel Joint Stock Company,SFC,,HOSE,SFC,SFC,CTCP NHIEN LIEU SAI GON,hose:2905,2022-04-07T03:00:04.725Z,2023-10-04T01:30:10.267Z,198856296300.0,11234819.0,,,
s,Công ty Cổ phần Cao su Sao Vàng,Sao Vang Rubber Joint Stock Company,SRC,,HOSE,SRC,SRC,CTCP CAO SU SAO VANG,hose:2926,2022-04-07T03:00:04.691Z,2023-10-04T01:30:10.315Z,575299044000.0,28063368.0,,,
s,Công ty Cổ phần Tập đoàn Dabaco Việt Nam,DABACO Group,DBC,,HOSE,DBC,DBC,CTCP TD DABACO VIET NAM,hose:101,2022-04-07T03:00:04.691Z,2023-10-04T01:30:10.342Z,5154639596700.0,242001859.0,,,
s,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan Dầu khí,PetroVietNam Driling & Well Services Corporation,PVD,,HOSE,PVD,PVD,CTCP KHOAN VA DV DAU KHI,hose:2548,2022-04-07T03:00:04.715Z,2023-10-04T01:30:11.507Z,13646854147300.0,555880006.0,,,
s,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,PetroVietnam Power Nhon Trach 2 Joint Stock Company,NT2,,HOSE,NT2,NT2,CTCP DLDK NHON TRACH 2,hose:2198,2022-04-07T03:00:04.721Z,2023-10-04T01:30:12.227Z,6966599901800.0,287876029.0,,,
s,Công ty Cổ Phần Thủy Sản MeKong,Mekong Fisheries Joint Stock Company,AAM,,HOSE,AAM,AAM,CTCP THUY SAN MEKONG,hose:9,2022-04-07T03:00:04.690Z,2023-10-04T01:30:12.358Z,109737411000.0,10451182.0,,,
s,Công ty Cổ phần Tập Đoàn Hapaco,Hapaco Group Joint Stock Company,HAP,,HOSE,HAP,HAP,CTCP TAP DOAN HAPACO,hose:1291,2022-04-07T03:00:04.697Z,2023-10-04T01:30:12.375Z,524757088460.0,110942302.0,,,
s,Tổng Công ty Việt Thắng - CTCP,Viet Thang Corporation - JSC,TVT,,HOSE,TVT,TVT,CTCP TCT VIET THANG,hose:3511,2022-04-07T03:00:04.698Z,2023-10-04T01:30:12.394Z,339150000000.0,21000000.0,,,
e,Quỹ ETF IPAAM VN100,ETF IPAAM VN100 Fund,FUEIP100,,HOSE,FUEIP100,FUEIP100,QUY ETF IPAAM VN100,hose:4161,2022-04-07T03:00:04.708Z,2023-10-04T01:30:12.445Z,48906000000.0,5700000.0,,,
s,Công ty Cổ phần Vận tải Đa phương thức Duyên Hải,Duyen Hai Multi Modal Transport Joint Stock Company,TCO,,HOSE,TCO,TCO,CTCP VT DPT DUYEN HAI,hose:3502,2022-04-07T03:00:04.733Z,2023-10-04T01:30:12.971Z,233887500000.0,18711000.0,,,
s,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,Thang Long Urban Development and Construction Investment Joint Stock Company,TLD,,HOSE,TLD,TLD,CTCP DTXD&PTDT THANG LONG,hose:3512,2022-04-07T03:00:04.734Z,2023-10-04T01:30:12.989Z,331901481840.0,74752586.0,,,
s,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh,Ho Chi Minh City Securities Corporation,HCM,,HOSE,HCM,HCM,CTY CPCK TP HO CHI MINH,hose:1366,2022-04-07T03:00:04.734Z,2023-10-04T01:30:13.023Z,13259146521000.0,457211949.0,,,
s,Công ty Cổ phần Thép VICASA - VNSTEEL,VNSTEEL - VICASA Joint Stock Company,VCA,,HOSE,VCA,VCA,CTCP THEP VICASA-VNSTEEL,hose:701,2022-04-07T03:00:04.747Z,2023-10-04T01:30:13.153Z,136685898000.0,15187322.0,,,
s,Công ty Cổ phần Thế Giới Số,Digiworld Corporation,DGW,,HOSE,DGW,DGW,CTCP THE GIOI SO,hose:656,2022-04-07T03:00:04.736Z,2023-10-04T01:30:13.415Z,9005233298600.0,167072974.0,,,
s,Tổng Công ty Hàng không Việt Nam - CTCP,Vietnam Airlines Joint Stock Company,HVN,,HOSE,HVN,HVN,TCT HANG KHONG VIET NAM,hose:69,2022-04-07T03:00:04.743Z,2023-10-04T01:30:13.904Z,25244093583600.0,2214394174.0,,,
s,Công ty Cổ phần Tập đoàn Thành Nam,Thanh Nam Group Joint Stock Company,TNI,,HOSE,TNI,TNI,CTCP TAP DOAN THANH NAM,hose:3508,2022-04-07T03:00:04.736Z,2023-10-04T01:30:14.045Z,148575000000.0,52500000.0,,,
s,Công ty Cổ phần Tập đoàn Dầu khí An Pha,An Pha Petrol Joint Stock Company,ASP,,HOSE,ASP,ASP,CTCP DAU KHI AN PHA S.G,hose:7,2022-04-07T03:00:04.745Z,2023-10-04T01:30:14.425Z,216569343600.0,37339542.0,,,
s,Công ty Cổ phần Nông nghiệp BAF Việt Nam,BAF Vietnam Agriculture Joint Stock Company,BAF,,HOSE,BAF,BAF,CTCP NONG NGHIEP BAF VIET,hose:4356,2022-04-07T03:00:04.734Z,2023-10-04T01:30:14.745Z,3329664000000.0,143520000.0,,,
s,Công ty Cổ phần Thủy điện Sê San 4A,SeSan 4A HydroElectric Joint Stock Company,S4A,,HOSE,S4A,S4A,CTCP THUY DIEN SE SAN 4A,hose:2944,2022-04-07T03:00:04.735Z,2023-10-04T01:30:14.758Z,1483330000000.0,42200000.0,,,
s,Công ty Cổ phần Tàu Cao tốc Superdong - Kiên Giang,Superdong - Kien Giang Fast Ferry Joint Stock Company,SKG,,HOSE,SKG,SKG,CTCP TCT SUPERDONG-KG,hose:2940,2022-04-07T03:00:04.740Z,2023-10-04T01:30:15.307Z,946809438250.0,63331735.0,,,
s,Công ty Cổ phần Phát triển Nhà Thủ Đức,Thu Duc Housing Development Corporation,TDH,,HOSE,TDH,TDH,CTCP PT NHA THU DUC,hose:3476,2022-05-04T01:15:00.638Z,2023-10-04T01:30:15.631Z,555378141310.0,112652767.0,,,
s,Công ty Cổ phần Rau quả Thực phẩm An Giang,An Giang Fruit-Vegetables & Foodstuff Joint Stock Company,ANT,,UPCOM,ANT,ANT,,upcom:75408,2022-05-05T06:56:56.186Z,2023-10-04T01:30:16.155Z,143999880000.0,14399988.0,,,
s,Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1,Development Investment Construction Number 1 Joint Stock Company,DC1,,UPCOM,DC1,DC1,,upcom:74839,2022-05-05T06:56:56.191Z,2023-10-04T01:30:16.176Z,34084318079.0,4504337.0,,,
s,Công ty Cổ phần Sông Đà 25,Song Da No. 25 Joint Stock Company,SDJ,,UPCOM,SDJ,SDJ,,upcom:72839,2022-05-05T06:56:56.199Z,2023-10-04T01:30:16.694Z,13465470000.0,4343700.0,,,
s,Công ty Cổ phần Lương thực Thực phẩm Colusa - Miliket,Colusa - Miliket Foodstuff Joint Stock Company,CMN,,UPCOM,CMN,CMN,,upcom:76280,2022-05-05T06:56:56.224Z,2023-10-04T01:30:17.200Z,292800000000.0,4800000.0,,,
s,Công ty Cổ phần Xuất nhập khẩu Thủy sản Miền Trung,Danang Seaproducts Import - Export Corporation,SPD,,UPCOM,SPD,SPD,,upcom:54844,2022-05-05T06:56:56.231Z,2023-10-04T01:30:17.562Z,138000000000.0,12000000.0,,,
s,Công ty Cổ phần Tổng Công ty Thương mại Quảng Trị,Quang Tri General Trading Joint Stock Company,SEP,,UPCOM,SEP,SEP,,upcom:75587,2022-05-05T06:56:56.233Z,2023-10-04T01:30:17.575Z,179760000000.0,8400000.0,,,
s,Công ty Cổ phần Tổng Công ty Công trình Đường sắt,Railway Construction Corporation Joint Stock Company,RCC,,UPCOM,RCC,RCC,,upcom:75361,2022-05-05T06:56:56.205Z,2023-10-04T01:30:17.767Z,480971235000.0,32064749.0,,,
s,Công ty Cổ phần Lệ Ninh,Le Ninh Joint Stock Company,LNC,,UPCOM,LNC,LNC,,upcom:78519,2022-05-05T06:56:56.239Z,2023-10-04T01:30:18.386Z,82300670000.0,8230067.0,,,
s,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Hạ tầng Viễn Thông,Construction Investment and Telecommunications Infrastructure Development Joint Stock Company,QCC,,UPCOM,QCC,QCC,,upcom:12512,2022-05-05T06:56:56.205Z,2023-10-04T01:30:18.640Z,15025610000.0,1329700.0,,,
s,Công ty cổ phần Vật tư Bưu điện,Posts and Telecommunications Material Supply Joint Stock Company,PMJ,,UPCOM,PMJ,PMJ,,upcom:74759,2022-05-05T06:56:56.268Z,2023-10-04T01:30:19.190Z,35640000000.0,1800000.0,,,
s,Công ty Cổ phần Kho vận Petec,Petec Logistics Joint Stock Company,PLO,,UPCOM,PLO,PLO,,upcom:79241,2022-05-05T06:56:56.273Z,2023-10-04T01:30:19.207Z,21577650000.0,7192550.0,,,
s,Công ty Cổ phần Dược phẩm Trung ương 2,Central Phamarceutical Joint Stock Company No 2,DP2,,UPCOM,DP2,DP2,,upcom:76061,2022-05-05T06:56:56.273Z,2023-10-04T01:30:19.222Z,100000000000.0,20000000.0,,,
s,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,Tien Trung Investment Construction and Technology Joint Stock Company,TTZ,C.nghệ Tiến Trung,HNX,TTZ,TTZ,,hnx:20036,2022-02-18T12:28:40.974Z,2023-10-04T01:30:02.702Z,13626799200.0,7570444.0,,,
s,Công ty Cổ phần Bia Hà Nội - Thanh Hóa,Ha Noi - Thanh Hoa Beer Joint Stock Company,THB,Bia Thanh Hóa,HNX,THB,THB,,hnx:5404,2022-02-18T12:28:40.979Z,2023-10-04T01:30:03.068Z,100536216000.0,11424570.0,,,
s,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,Tien Thanh Service and Trading Joint Stock Company,TTH,DV Tiến Thành,HNX,TTH,TTH,,hnx:75179,2022-02-18T12:28:40.979Z,2023-10-04T01:30:03.123Z,156974353200.0,37374846.0,,,
s,Công ty Cổ phần Dây cáp điện Việt Thái,Viet Thai Electric Cable Corporation,VTH,Cáp Điện Việt Thái,HNX,VTH,VTH,,hnx:72919,2022-02-18T12:28:40.987Z,2023-10-04T01:30:03.571Z,62409913100.0,7899989.0,,,
s,Công ty Cổ phần Lâm Nông sản Thực phẩm Yên Bái,Yen Bai Joint Stock Forest Agricultural Products And Foodstuffs Company,CAP,Lâm Nông Sản Y.Bái,HNX,CAP,CAP,,hnx:3524,2022-02-18T12:28:40.997Z,2023-10-04T01:30:03.879Z,792170096000.0,10052920.0,,,
s,Công ty Cổ phần Phụ Gia Nhựa,Plastic Additives Joint Stock Company,PGN,CTCP Phụ Gia Nhựa,HNX,PGN,PGN,,hnx:78521,2022-02-18T12:28:41.001Z,2023-10-04T01:30:04.076Z,69297708000.0,8450940.0,,,
i,,,VNCONS,,HOSE,VNCONS,VNCONS,,,2022-02-18T12:28:41.004Z,2022-02-18T12:28:41.004Z,,,,,
s,Công ty Cổ phần Cấp nước Gia Định,Gia Dinh Wasuco Joint Stock Company,GDW,Cấp nc Gia Định,HNX,GDW,GDW,,hnx:54904,2022-02-18T12:28:41.019Z,2023-10-04T01:30:04.283Z,294500000000.0,9500000.0,,,
s,Công ty Cổ phần Thuận Đức,Thuan Duc Joint Stock Company,TDP,Thuận Đức,HOSE,TDP,TDP,CONG TY CO PHAN THUAN DUC,hose:367,2022-02-18T12:28:41.028Z,2023-10-04T01:30:04.361Z,2481094570050.0,75527993.0,,,
s,Công ty Cổ phần Nhựa Đà Nẵng,Da Nang Plastic Joint Stock Company,DPC,,HNX,DPC,DPC,,hnx:6484,2022-02-18T12:28:41.144Z,2023-10-04T01:30:05.100Z,25952448000.0,2237280.0,,,
